(Do Not Modify) Licence,(Do Not Modify) Modified On,(Do Not Modify) Row Checksum,Contact Email,Contact Phone Number,Establishment Address City,Establishment Address Postal Code,Establishment Address Street,Investigated / Applied Online,LG / IN,Licence Type,Licensee,Name,Notes,Website URL
6b4bdabb-9673-eb11-b81b-005056832174,"March 31, 2025 5:30 PM (PDT)",q5Cv7CA44czW1T2huLx33baDLl/vVBNlNFNrrs2tmz8rOI8cy/RBQqh7bhRiRQTdK7kSJw9keEdTN3o220y9XA==,,,BURNS LAKE,V0J1E0,158 Francois Lake Dr BOX 264,No,Burns Lake (Village of),Liquor Primary,R.C.L. # 50,"ROYAL CANADIAN LEGION, BRANCH NO.  50 (078538)",,
1d4cdabb-9673-eb11-b81b-005056832174,"May 27, 2025 3:37 PM (PDT)",Jzywp4uKKR1+fW6IoJQ3RIf9TfVgn/Ms8PZL/dhYffk5ZAHkwNNL4btnHh2nGEDz6oBnaHvza9eO6lkNFnZbGg==,,,BURNS LAKE,V0J1E0,156 Francois Lake Drive,No,Burns Lake (Village of),Liquor Primary,BURNS LAKE PUB 'N' TANDOORI GRILL LTD.,Tandoori Grill (011081),,
1818ef4f-6868-ee11-b844-005056836bf0,"May 23, 2025 6:07 AM (PDT)",+abQSwZx0bhKJjKpCJouGFm03fUg4GW6JbMvbNxVZBmF+vXIPXJtGc0l/coZNePju/SkiD01K6pubiItSASxxw==,,,CAMPBELL RIVER,V9W4C5,926 island highway,No,Campbell River,Liquor Primary,SESSION BISTRO & FITNESS INC.,Session Taproom + Kitchen,,
587dd2c1-9673-eb11-b81b-005056832174,"June 3, 2025 7:10 PM (PDT)",E7PHStx44BuvooNfKnTxdVbb2nousALnqcrIfKn6pZN7UzmtnKelIsyT/lg1yHNlSXPyOJhnyuQFTAWw01QOig==,,,CAMPBELL RIVER,V9W4C5,111 St. Anns Road,No,Campbell River,Liquor Primary,PLAYTIME GAMING GROUP INC.,Match Eatery & Public House (Campbell River)  (307922),,
374cdabb-9673-eb11-b81b-005056832174,"March 17, 2025 9:25 PM (PDT)",cxmaDdpvVxqW38Zf61SVgtn9NJNgjtihBQOCcL8/ma0V9fS8B2ms8k//RBuRwhAmO33zAzN87tBgIS7QUVgdaA==,,,CAMPBELL RIVER,V9W4J2,1999 14th Avenue,No,Campbell River,Liquor Primary,The Campbell River Fraternal Hall Society,Fraternal Order of the Eagles (306808),,
1ccff19f-4573-eb11-b81b-005056832755,"May 1, 2025 4:22 PM (PDT)",0zJl4eF+/t5hk2xEta2IyAfE8fxnnbzSJyxHmdpZAIW82y+UXqG4y9sb7Hvi5QHLPruK/17GsSjovmkoumakqw==,,,CAMPBELL RIVER,V9W4S5,1625 MacDonald Road,No,Campbell River,Liquor Primary,Painter's Hotel Resort Ltd.,PAINTER'S LODGE (125006),,
24d1f19f-4573-eb11-b81b-005056832755,"March 3, 2025 3:06 AM (PST)",TlqXVM2OHRs9PDGPNCtQVJnENu9Z/17xvm/mwAc3tr3MSYJhvHYooAS7Wj1QJAdBJbxPRbhOlR2SgSkJSGDl7Q==,,,CAMPBELL RIVER,V9W1A5,428 S  ISLAND HWY,No,Campbell River,Liquor Primary,Acropolis Kouzina Inc.,Fifty Parallel Tap and Grill by Acropolis (153610),,
54d1f19f-4573-eb11-b81b-005056832755,"August 4, 2024 7:00 PM (PDT)",vMBs8dhddVrUus69fkjCzSrjAh5WeDHN3Q8J5E5iduRYGGTuEj5Fan7IKxZWHL0G2JB6fA+t9gd7EOjq7g5NYw==,,,CAMPBELL RIVER,V9W8C9,1340 Island Hwy,No,Campbell River,Liquor Primary,1044535 B.C. Ltd.,Riptide Marine Pub Bar and Grill,,
becff19f-4573-eb11-b81b-005056832755,"May 1, 2025 7:03 AM (PDT)",IZiJki7l/UIrRz1hZQwnzg3wA7zbcLU2MahFrJ/T2GDttHIGbPYMkqh5UFOSVx0xub/BvmgPmFs9qMJhop9QqA==,,,Castlegar,V1N1G4,292 Columbia Avenue,No,Castlegar,Liquor Primary,JPN Holdings Ltd.,The Woods (302009),,
facdf19f-4573-eb11-b81b-005056832755,"May 23, 2025 6:10 AM (PDT)",W9hClz28LDZ1Z0yHwRLyayETSrZAT5Bgemnw59Ta7xbfop8Vs3cis1yioa7kelEJz4qie2b04K5fiNjCkDMVeA==,,,CAMPBELL RIVER,V9W6R9,1661A 16th Ave,No,Campbell River,Liquor Primary,Campbell River Investments Ltd,Campbell River Bowling Centre (116851),,
9cccf19f-4573-eb11-b81b-005056832755,"December 18, 2024 11:00 PM (PST)",RVBu7qbWnIE4rq00Bhsev5L7d/1sapo7q9Y5kAvWZ8OWzS3lC/7Vpuru3o65DLwfdrsIWqS+6gIZI4GDy8sd5Q==,,,CAMPBELL RIVER,V9W2V2,260 CEDAR ST,No,Campbell River,Liquor Primary,Campbell River Curling Club,Campbell River Curling Club (038673),,
6ccaf19f-4573-eb11-b81b-005056832755,"January 6, 2025 5:00 PM (PST)",RXn7Kcu5plvbYX+Qf1Y/xJtx7m2AjoevQvuWEXdeUtQ9FTes2mBQ8vrABsEGUmcxGNqChAXa5XZZBFtUUlzZCA==,,,CHARLIE LAKE,V0C1H0,Mile 52 Alaska Hwy,No,Peace River Regional District,Liquor Primary,1221916 B.C. Ltd.,The Pub (033874),,
f8d5f19f-4573-eb11-b81b-005056832755,"April 7, 2025 5:21 PM (PDT)",jTsvf8PZFWFnjPSxOLzKoyZph+oxgKiEOS43YOr+6QTCWMTKsz6sH+Mi863jqcATdPWQEIetoFq0q0QCe/1nTA==,,,Castlegar,V1N3K3,1432 Columbia Avenue,No,Castlegar,Liquor Primary,0779237 BC Ltd.,Cartwright's Pub (169771),,
32c8f19f-4573-eb11-b81b-005056832755,"May 22, 2025 6:55 PM (PDT)",YwFa8W7wchfc9GtB32PDnRfQd1QKG7GyfzPstft2Eb/hiMrviClgbyN1hT2rnijo72Bizb5m8JNVBX5mWCafLw==,,,CHASE,V0E1M2,1663 Little Shuswap Lake Road,No,Skw'lax te Secwepemcul'ecw (Little Shuswap Lake Band),Liquor Primary,LITTLE SHUSWAP INDIAN BAND,Talking Rock Golf Course,,
3ad2f19f-4573-eb11-b81b-005056832755,"March 7, 2025 6:20 PM (PST)",BO3usiILAB1DuTfCm+yVWwesNB2C7Qh9UjrqWEHneqfdAcwU/EzjUMyZPUI9FP82Z5VEzKsw9NFARroYvorSFw==,,,CHEMAINUS,V0R1K0,9775 CHEMAINUS HWY,No,North Cowichan,Liquor Primary Club,"Royal Canadian Legion, Branch No. 191","ROYAL CANADIAN LEGION, BRANCH NO. 191 (095637)",,
95e2a0b2-a64a-ef11-b84d-005056838fcd,"March 24, 2025 10:17 PM (PDT)",IDGkejZzaOBilM2D2jroNcZw+G7bRbLQ7cjHuEyrcmZpJb3s0HIVTWlgIl0tBSODcN9ldBrfTLcFuaDbrB3leg==,,,Cherryville,V0E2G0,1361 Highway 6,No,North Okanagan Regional District,Liquor Primary,D and B Enterprises Inc.,Cherryville RV Golf and Roadhouse.,,
0ad1f19f-4573-eb11-b81b-005056832755,"March 28, 2025 5:43 PM (PDT)",2hlyOFJrQZl0zvfjnbuAruLOKAfzTFnch6GglaOoQC8hAwolWQp0g3WXX/HY0Xzx4OrhLR38dxhzS2plwzj6Vw==,,,CHASE,V0E1M0,515 Shuswap Ave,No,Chase,Liquor Primary Club,Royal Canadian Legion Br 107,"ROYAL CANADIAN LEGION, BRANCH NO. 107 (072631)",,
68c9f19f-4573-eb11-b81b-005056832755,"March 27, 2025 2:17 AM (PDT)",OjJ0tP4IurjhSH7lqri+aQ21bCfKyn6tdBs0nQCHfnQYr70tcqwBy3g5/ZuG4hSVZf6k1hR8w7Mxv986I7XyGw==,,,CHETWYND,V0C1J0,4523 Veterans Way,No,Chetwynd,Liquor Primary Club,Royal Canadian Legion Branch #258,"ROYAL CANADIAN LEGION, BRANCH NO. 258 (079835)",,
e8c9f19f-4573-eb11-b81b-005056832755,"May 2, 2025 4:09 PM (PDT)",PtGd2Sfv0c5fBluN+DOE3i+Zz5HvQJN2nvopl50RlTcvbp2++SYh1iuEu6mAQThicOdBOc7xtd73iRieeWSnmQ==,,,CHETWYND,V0C1J0,4550 NORTH ACCESS RD,No,Chetwynd,Liquor Primary,CHETWYND CURLING CLUB,CHETWYND CURLING CLUB (121641),,
78c7f19f-4573-eb11-b81b-005056832755,"November 9, 2024 12:00 AM (PST)",vQ49bDhcFCsmSKWKTeJTYyUYKFN8CJ/p9K7d8/umU5ZJtJTcfKQhB8taIOLIY+Pdtm/r6rwmXzwZyOauFyruog==,,,Cherryville,V0E2G0,"KM 56, Tsuius Forestry Rd. ",No,North Okanagan Regional District,Liquor Primary,MONASHEE POWDER SNOWCATS INC.,Tree Well Lounge (305203),,
176d7ed5-9733-ed11-b834-005056838fcd,"April 27, 2025 1:37 AM (PDT)",aPcOAS/fUCONgo3N3YDJSzf+rGzq4jgBIccsDjpj2sJAj/L41mrCdFeJdS3hrQgLJj/mC4lA49ofudCOQ4WqEA==,,,CHILLIWACK,V2P8G1,45323 Hodgins Ave,No,Chilliwack,Liquor Primary,Chiefs Development Group Ltd.,Chilliwack Coliseum,,
b2c59c60-68ca-ec11-b832-005056836bf0,"May 13, 2025 4:58 AM (PDT)",wmIvQfA+4ji320z6/vV9znO1tO5RBuZ52v2ujBxLnYO9mLHVEVPSVgT515wFV6icbMJ/4R+T+8sfyARsfwCauw==,,,CHILLIWACK,V2P0A1,103-45922 THUNDERBIRD LANE,No,Chilliwack,Liquor Primary,FORTITUDE WINE BAR LTD.,FORTITUDE WINE BAR,,
1fda2d57-962b-f011-b854-005056836bf0,"May 22, 2025 7:00 PM (PDT)",lBhhwKDCVdn9ASN2gzLPFJ67iv7h6cxVrtXLgncxkii0IkVMh39duD8Gia51xnG1+ycN7hctxcONfJPxUW3Anw==,,,CHILLIWACK,V2R1A2,#700 - 45610 Luckakuck way,No,Chilliwack,Liquor Primary,1468094 B.C. LTD.,Carlos O'Bryan's Neighborhood Pub,,
034bdabb-9673-eb11-b81b-005056832174,"April 30, 2025 7:35 PM (PDT)",6MXnG+4RDG9c85lYmJNZTSguRK2caFbS1bkwZ0DnIhFsHbqY/xdp3D3BcRdj6EBrt6U4C4Mva356WTYl4MzQiQ==,,,CHILLIWACK,V2R0N6,1100 - 45337 Calais Crescent,No,Chilliwack,Liquor Primary,ROYAL CANADIAN MOUNTED POLICE - Pacific Region Training Centre,Johnny Mac's Lounge (304893),,
b6cff19f-4573-eb11-b81b-005056832755,"March 26, 2025 4:00 PM (PDT)",L7XWfM+ch5DZ6yuX0ecavghGZ4F0bg6Us9FtefLW5tioabnHSZA+JsBd4bMetTom/4XUYm5eIMXwucSu0K/XDg==,,,CHILLIWACK,V2R4A7,44140 Luckakuck Way,No,Chilliwack,Liquor Primary,Tourism Chilliwack Inc.,Chilliwack Heritage Park (300943),,
b14cdabb-9673-eb11-b81b-005056832174,"May 7, 2025 7:37 PM (PDT)",U3NT+/Bu0cddJK555q8OBRuLgh34466pyRK79124exvqKc5F8Zj7jpXHCwvshoICRcMgKzkmTpr7702pfJFcLw==,,,CHILLIWACK,V2P7K1,45920 First Avenue,No,Chilliwack,Liquor Primary,Coast Hotels Limited,Prestons (143219),,
46d4f19f-4573-eb11-b81b-005056832755,"April 7, 2025 1:24 PM (PDT)",H5geUZKNblPEjWImumsPgsz0sxJW6U0IoXrgAbRTOwQ/cpuVuzBrBRb+R9l9sFY54w/g//86e9gzu1j0euLsOg==,,,CHILLIWACK,V2P4P2,8559 Young Road,No,Chilliwack,Liquor Primary,0966181 B.C. LTD.,Character's Pub & Grill (209274),,
754bdabb-9673-eb11-b81b-005056832174,"February 27, 2025 7:10 AM (PST)",j3DgjerMnDKzAoO8CAXuGFPKLnr3YRQPY+peFj++cSBk4B1YV++GQUvTb+azTesAcN1FVAywZpc8K1Uza0SyPQ==,,,CHILLIWACK,V2P2C6,45975 Wellington Avenue,No,Chilliwack,Liquor Primary,INFLUENT CENTRE (WELLINGTON YOUNG) LTD.,RedChillies Sports Bar,,
b6d1f19f-4573-eb11-b81b-005056832755,"April 11, 2025 6:38 PM (PDT)",nzzL3DHZm9JhPPOKGAHfUX4xHM76AgsXoCTsJpwHEhrnGLHSpzgGPIpUgKObU6++6YB+JW1jYez4vB0EabpQgQ==,,,CHILLIWACK,V2R3N5,5661 VEDDER RD,No,Chilliwack,Liquor Primary Club,Royal Canadian Legion Branch #280,"ROYAL CANADIAN LEGION, BRANCH NO. 280 (056431)",,
f4ccf19f-4573-eb11-b81b-005056832755,"April 27, 2025 1:25 AM (PDT)",wEmkbDMvafwujTuqSNSyBsQ6GRwQsM51ZXzGb3KDaHPJhSlWqKlRqDKWH0Senh+CDdKHEbKcyoJ6M2Xd5KgZbA==,,,CHILLIWACK,V2R4J3,41582 YALE RD,No,Chilliwack,Liquor Primary,0919150 B.C. Ltd.,DUKE'S COUNTRY PUB (039724),,
e1a9c99e-ac73-eb11-b81b-005056832755,"May 16, 2025 4:43 AM (PDT)",7V4v0PsHFuxiRq88MyzNY4WT2nshOS94f/I62LsoMJnsFiU0BpBHV1/ujLD+lHCJmkQ/Vh/Z4ubYvJ4IKSRXlw==,,,CHILLIWACK,V2R3N7,5865 VEDDER RD,No,Chilliwack,Liquor Primary,DUNSMUIR HOLDINGS (NEW WESTMINSTER) LTD.,JOLLY MILLER PUB (035819),,
cecbf19f-4573-eb11-b81b-005056832755,"April 7, 2025 1:30 PM (PDT)",AEMiY67+KO1waPS7fLYd2qy3NA7TVzYD29avndm4Ggk1Ar7ZNgzneJdNgCGCzvAZLKDTNV3tuqj/a1hufjBERA==,,,CHILLIWACK,V2P6H7,8247 Young Road,No,Chilliwack,Liquor Primary,1391437 B.C. LTD.,Wings,,
c2cff19f-4573-eb11-b81b-005056832755,"December 2, 2024 10:41 PM (PST)",8OVE8waRBvOppgkMsNQniBRvt3+VcwcyAns+P2oa4LsHzEHMQ9xi9cEDDD/Iq2kVaEZJ4LSDdafQr1Non7nIsw==,,,CLEARWATER,V0E1N1,260 Park Drive,No,Clearwater,Liquor Primary,Old Caboose Restaurant Ltd.,Old Caboose Pub (303307),,
cacaf19f-4573-eb11-b81b-005056832755,"May 16, 2025 4:57 AM (PDT)",7n2buIJStuNF49xYcFqFOEkYQ39Q8x0O9+ExtCEUzQ4gdsC0dVNK8AsFpIc/GxgMTM/JaCZGWjCnKxWn1h50Zg==,,,CHILLIWACK,V2P2P6,46268 Yale Rd,No,Chilliwack,Liquor Primary Club,"The Army, Navy& Air Forces Veterans in Canada Unit 305","Army, Navy & Air Force Veterans In Canada, #305 (019933)",,
40d2f19f-4573-eb11-b81b-005056832755,"April 16, 2025 9:09 PM (PDT)",PvAHGNb+8tMZ2y/P3ItzGlgjh/abtmG0yvg5xKYZ3BjYxAZJNLR7J9w9m1xwdHmDRkJlfcL8MvHsQaa6fYEZnw==,,,CLEARWATER,V0E1N1,5565 Clearwater Valley Rd.,No,Clearwater,Liquor Primary,1149913 B.C. LTD.,BLACK HORSE SALOON (146513),,
a0cef19f-4573-eb11-b81b-005056832755,"May 27, 2025 5:08 AM (PDT)",dSsT7mb1vgqL+1wUAGYKs3ZOiKRE+27eYr0hN4i2YA6VfGEQNCxEDs7wem1nlq2SJP2h4xY94njQldL9mKpt3Q==,,,CLEARWATER,V0E1N2,257 Glen Road,No,Clearwater,Liquor Primary,Royal Canadian Legion - Branch 259,"Royal Canadian Legion, Branch No. 259 (301262)",,
b2cef19f-4573-eb11-b81b-005056832755,"May 26, 2025 4:39 PM (PDT)",WE5NyXgEM2MtgRr7T2YrSRfB5KKDzW936ll1kzrf+VtbSbXa1GAFa/nfWKYDlGweg7q6zOAYwT7VbNgtKnWFhA==,,,CLINTON,V0K1K0,1414 Cariboo Highway,No,Clinton,Liquor Primary,267548 B.C. LTD.,Cariboo Lodge (Clinton) (103291),,
04d4f19f-4573-eb11-b81b-005056832755,"March 17, 2025 10:00 PM (PDT)",+9voVCbEAcxmeUXOmfM8WuILva4Z2xYLQhDtrKqUAblT06OtOryivXLut+ZatMS3LxDs/rLWhqLW14zCfuLZKA==,,,CLEARWATER,V0E1N0,228 East Yellowhead Hiighway,No,Clearwater,Liquor Primary,1249840 B.C. LTD.,WELLS GRAY INN (010752),,
eecbf19f-4573-eb11-b81b-005056832755,"December 2, 2024 10:41 PM (PST)",5E7N8l5Zj1MnL/wfhJVLuTROm1fOsgbYWXW4HPe0XIwaN+7t1sPChOtYLXMa1IHjzEvhR14GLDDJCXK+cJSlCQ==,,,CLINTON,V0K1K0,310 Lebourdais Ave,No,Clinton,Liquor Primary Club,R.C.L. # 194,"ROYAL CANADIAN LEGION, BRANCH NO. 194 (001638)",,
c34bdabb-9673-eb11-b81b-005056832174,"May 21, 2025 5:02 AM (PDT)",yd6aGMoum9vWDfvJjNIMWmvjLOSDBsc8nvpZ/CNbyDpzFm9ae8KjNBHRzlGOAyKgIWyriS6BUvyoclx68DkH0w==,,,COLDSTREAM,V1B1M7,12408 Kalamalka Road,No,Coldstream,Liquor Primary,Coldstream Court Resort Ltd.,ALEXANDER'S BEACH PUB  (133441),,
aad4f19f-4573-eb11-b81b-005056832755,"May 30, 2025 8:21 PM (PDT)",rA+o4V+Xxr6pSepgVVUMHwkVOZSaRcdVs0cl2zOKmD4l40fv9L8CzPW62qT1uelOUK2L29gPWQM3ehsB3mnTlg==,,,COBBLE HILL,V0R1L0,3566 Holland Avenue,No,Cowichan Valley Regional District,Liquor Primary,COBBLESTONE PUB & LIQUOR STORE INC.,COBBLESTONE INN (038301),,
a4c9f19f-4573-eb11-b81b-005056832755,"January 24, 2025 8:59 PM (PST)",8osVOmMKGZLudl0H9+43TqQAw//Fso983+Vb8Ob4ULjd0EZZUHAonTR+yl7x952mhUe13vm4wESMzGVxUrKAhw==,,,COLWOOD,V9B1J1,1767 ISLAND HWY,No,Colwood,Liquor Primary,West Shore Parks and Recreation Society,JUAN DE FUCA RECREATION CENTRE (036215),,
48d3f19f-4573-eb11-b81b-005056832755,"January 24, 2025 9:01 PM (PST)",95dg0sp10BS3icF6qWhgOnkXpBLHAnu9bEqtyZo2wIdAfHnz5x0B9brw8Mc2HAr4S8NlKE2d/H7bPwhWumDSWg==,,,COLWOOD,V9B1J1,1767 Island Highway,No,Colwood,Liquor Primary,West Shore Parks and Recreation Society,Q Centre (300826),,
76cef19f-4573-eb11-b81b-005056832755,"January 25, 2025 6:11 AM (PST)",iQbdsHSFHMKS9riPxLs4PsOfaLTeDlFUOdWNr6nOdeDhk6LRszsxOmqe5+XuXN0KBG/33GnvQO2SmaxNK9I80A==,,,COMOX,V9M1X7,215 Church St,No,Comox,Liquor Primary,CHURCH ST. TAPHOUSE LTD.,Church St Taphouse (308441),,
16d4f19f-4573-eb11-b81b-005056832755,"April 14, 2025 7:36 PM (PDT)",mx66KK6e4OQMA+6+Hxy2qDVe21hkFU27sTDJ8rkkTAQ42y9yB43l6xz/Lryf0UQiQ2+7plcko3u4PTmZZ+i4cQ==,,,COMOX,V9M4C4,1185 Kilmorney Road,No,Comox Valley Regional District,Liquor Primary,The Griffin Pub Ltd.,The Griffin (113561),,
10caf19f-4573-eb11-b81b-005056832755,"April 14, 2025 7:47 PM (PDT)",E63TDYMRwC7wvncpk4ZivxXyVw2q27rd6GivhNjztoFgXXGbaPB1GCsD6bxYu2JY6gl18pf5ZA0MrRIjGFIijA==,,,COMOX,V9M3N7,132 Port Augusta St,No,Comox,Liquor Primary,Blackfin Pub Ltd.,Black Fin Pub,,
b8cdf19f-4573-eb11-b81b-005056832755,"September 11, 2024 11:46 PM (PDT)",XXUB9xCt19fB02LBE+pE2V6wgEEiO3WWHD2G8M0mddj2i01sEEJ6H1wINh7sQzG1C8eaA10j5hxljGGnWpdGyQ==,,,COMOX,V9M3M3,1825 COMOX AVE,No,Comox,Liquor Primary,Royal Canadian Legion Branch #160,"ROYAL CANADIAN LEGION, BRANCH NO. 160 (037114)",,
1ad6f19f-4573-eb11-b81b-005056832755,"February 13, 2025 2:49 AM (PST)",B213dPDOEOzLYWwKEcz2KN/uoESz6txmUhIIqX5elvj3nSl3EOZfpCCkPYpldlPe4aicIJJ6oYnMS3IHJ42Vfg==,,,COQUITLAM,V3E1K9,2745 Barnet Hwy,No,Coquitlam,Liquor Primary,1469103 B.C. LTD.,Milestone's Restaurant & Palomino Bar (189871),,
7cd7f19f-4573-eb11-b81b-005056832755,"December 17, 2024 11:00 PM (PST)",zMjiSzx9/kSrt44AUz1H46bbIcQu6i4WRST+13ez5dDsxJXe+SZ334BN2Hq/M621g4BzgLlSCg0YpTUkAAvbRg==,,,COQUITLAM,V3B7Y3,1205 PINETREE WAY,No,Coquitlam,Liquor Primary,EVERGREEN CULTURAL CENTRE SOCIETY,EVERGREEN CULTURAL CENTRE (186032),,
a4d3f19f-4573-eb11-b81b-005056832755,"May 16, 2025 8:41 PM (PDT)",DT+ev3COy9yBgSE2AtVaQi7wFRHYpDS+qtr9yQnvpkAS17wovqojR5D3cbxH+SdUYFNzZBq0KHyhiEI0HIGhfQ==,,,COQUITLAM,V3K6J1,170 Golden Drive,No,Coquitlam,Liquor Primary,838 GAINFUL VENTURE LTD.,Golden Parrots Pub (130257),,
6ad5f19f-4573-eb11-b81b-005056832755,"April 3, 2025 8:19 PM (PDT)",bZQDnQXdivzeSW//G/2+MrHGthgCrG9H1s186EVEPo3eCqe8Aj8uNZ+RE8dKCrED73rOTVAfmaqQgISbMwGULw==,,,COQUITLAM,V3K3V9,405 North Rd,No,Coquitlam,Liquor Primary,FS PROPERTY INC.,EXECUTIVE PLAZA COQUITLAM (086439),,
407dd2c1-9673-eb11-b81b-005056832174,"June 3, 2025 4:51 PM (PDT)",5nTdlG5+zz1v/JQZKzFnFE6QkUWNb6zaZuoUfaUt3kfGyxhS/gvjVH1rQRsqZG20PEkOnfRiOcm4pkEMZXshUg==,,,COQUITLAM,V3J1S4,1025 Ridgeway Ave,No,Coquitlam,Liquor Primary Club,R.C.L. # 263,"ROYAL CANADIAN LEGION, BRANCH NO. 263 (018731)",,
aed3f19f-4573-eb11-b81b-005056832755,"May 21, 2025 5:51 AM (PDT)",0/0SKeNHCO1sFm11b85J36J6Rg+5pj5DAT+2o9Z+unAaSXH/GgedFEYmz5va5KywRVCgNp/Zv/8RYDzs1Z3EdA==,,,COQUITLAM,V3K1C8,935 Brunette St,No,Coquitlam,Liquor Primary,STANSTEAD-C.G.L. PROPERTIES LTD. AND DIGGER O'RILEY'S SING ALONG PUB LTD.,Woody's On Brunette,,
52ccf19f-4573-eb11-b81b-005056832755,"February 25, 2025 8:53 PM (PST)",Z8v2sOi0vi8hvUqUpXmSWDfv06Qpf/RthhMszIg9UmHbUvlZn8u/rte5+VNm07+MhZyDeYOM8GFQAFfxqtXhcg==,,,COQUITLAM,V3K1C8,925 Brunette Avenue,No,Coquitlam,Liquor Primary,VERSAILLES STEAK & LOBSTER HOUSE (1983) LTD.,Aria Afghan Grill & Bar,,
6a7dd2c1-9673-eb11-b81b-005056832174,"May 28, 2025 10:29 PM (PDT)",fuW+2BTL55Fa8lhOg48zpWDK/fulJPRHmNocLJe6ed+lB+XQk6Q7w4pOK2TKiDaAPnNhVRYy9Ri/c8xfvtMQqg==,,,COQUITLAM,V3K3V9,405 North Rd,No,Coquitlam,Liquor Primary,Sanoor Investments Ltd.,The Taphouse Coquitlam (010354),,
454cdabb-9673-eb11-b81b-005056832174,"June 3, 2025 7:03 PM (PDT)",QLYLaaBmSA35v88QKD5aHzqEiAD+ND6uyJJVdH5yvSZkrJaJ8wvdkWtPkyM3/KIUvFgRigMr/03Ie5gyVaCjSw==,,,COURTENAY,V9N9P8,361 Hunt Road,No,Courtenay,Liquor Primary,PLAYTIME GAMING GROUP INC.,Match Eatery and Public House (Courtenay) (307925),,
1ac7f19f-4573-eb11-b81b-005056832755,"March 19, 2025 6:07 PM (PDT)",wx8ivY1dU6z2Qvg7x0jFNZ1fMfN775CwBOsqGjZsIkbx1Y6W7kM0n8i4z7KMhHJeNbY9dM9OCjCQTus4ZqZWig==,,,COURTENAY,V9N8P1,2910 Kilpatrick Avenue,No,Courtenay,Liquor Primary,1165296 B.C. LTD.,Carlos O'Bryan's Neighborhood Pub (308191),,
dad0f19f-4573-eb11-b81b-005056832755,"January 7, 2025 9:00 PM (PST)",4sSxP89wAfwU0fsOEdSkddIjhHavK9fix8Dt/RqDoH3liaABNbzrqdPyOrXxAx0QKTAiBr+OwaLDXVCQeD+aKA==,,,COURTENAY,V9N5N4,3780 Colake Road,No,Comox Valley Regional District,Liquor Primary,Courtenay & District Fish and Game Protective Association,Courtenay and District Fish and Game Protective Association (306838),,
32d4f19f-4573-eb11-b81b-005056832755,"June 3, 2025 3:52 PM (PDT)",4RUu0mMzKse1HhyRi1fuZqvmmhKOWZh9gj2PLnVhPNr9QIXkiY3wEQEuG6kZem73qyN00XaDTxrAVEQUSFRCdg==,,,COURTENAY,V9N1J6,268 5th St,No,Courtenay,Liquor Primary,623906 B.C. LTD.,High Tide Public House (185505),,
60cdf19f-4573-eb11-b81b-005056832755,"May 23, 2025 5:14 AM (PDT)",2mBR3m3FYw7ZgG0s4QbJj5CsteX9jUc30fDgz5pxksGRAWw8mdQoxuXVJLdLzjx6djA7XzR8hado7MTgKgxkdA==,,,COURTENAY,V9N2K4,1590 Cliffe Ave,No,Courtenay,Liquor Primary,Courtenay Lodge Ltd.,Best Western Westerly Hotel (101844),,
c8cbf19f-4573-eb11-b81b-005056832755,"April 15, 2025 9:11 PM (PDT)",WIYD72z6ScB/d3886q3rfm8oHfKXiNUikhSK1xy9hWe2qim3oeZGNfG8GMIPuc1q8GD+sDDOd9ogBAb2neIh+Q==,,,COURTENAY,V9N2J1,367 Cliffe Ave,No,Courtenay,Liquor Primary,R.C.L. # 17,"Royal Canadian Legion, Branch No.  17 (038317)",,
dcd4f19f-4573-eb11-b81b-005056832755,"April 28, 2025 8:12 PM (PDT)",PtEhKBWk+0HXwK+FdfbxD3vXZfGJjS0+MDIScMSDtQcH0i3u6SqNejIS0S6CdVxoSP80cG6AoR0I4yhD5gV/gg==,,,COURTENAY,V9J1L0,1 Strathcona Parkway,No,Courtenay,Liquor Primary,"Mount Washington Pacific, ULC","DAY LODGE, MT. WASHINGTON (033591)",,
b2cdf19f-4573-eb11-b81b-005056832755,"May 6, 2025 6:30 PM (PDT)",EVQhCWVhP0Ursotct7/jqaSckVRElWfXI1oT4Shf8I+0HgRPOE3Q9YN2wv2b5J3fb///FzmeeOTQyaqaWZJIYQ==,,,COURTENAY,V9N2M2,2355 MANSFIELD DR,No,Courtenay,Liquor Primary,WHISTLE STOP HOLDINGS LTD.,WHISTLE STOP (037010),,
dccdf19f-4573-eb11-b81b-005056832755,"May 30, 2025 8:34 PM (PDT)",+ntxDV5t9bT+vN2xeV++DDJdRLOmspRqpDA/YBN+0YzqROqY3Dj6AViPLUXUaQZnR5DLyVsiJC023vJb3efA/g==,,,COWICHAN BAY,V0R1N0,1695 COWICHAN BAY ROAD,No,Cowichan Valley Regional District,Liquor Primary,Cow Bay Marine Pub Inc,Bay Pub (038212),,
4ed0f19f-4573-eb11-b81b-005056832755,"June 3, 2025 3:39 PM (PDT)",WPraP1XzkFIgNctZUWVGoyODK6XaiQ4EQe+wdolwCTkOra2yVOzttxu8VmWyOrdqcj4twXpB5Avu5RjswtzA4w==,,,CRANBROOK,V1C6H4,20 - 14 Avenue N.,No,Cranbrook,Liquor Primary,KEY CITY THEATRE SOCIETY,Key City Theatre,,
